[ 2023-03-20 21:21:27,759 ] 24 root - INFO - Entered the data ingestion method or component
[ 2023-03-20 21:21:29,253 ] 27 root - INFO - Read the dataset as dataframe
[ 2023-03-20 21:21:29,316 ] 34 root - INFO - Train test split initiated
[ 2023-03-20 21:21:29,379 ] 44 root - INFO - Inmgestion of the data iss completed
[ 2023-03-20 21:21:29,380 ] 27 root - INFO - Entered the data cleaning method or component
[ 2023-03-20 21:21:29,405 ] 32 root - INFO - Read the dataset as dataframe
[ 2023-03-20 21:21:29,417 ] 39 root - INFO - processingthe training dataset as dataframe
[ 2023-03-20 21:21:29,808 ] 80 root - INFO - processingthe test dataset as dataframe
[ 2023-03-20 21:21:29,809 ] 94 root - INFO - ended the loop
[ 2023-03-20 21:21:29,822 ] 109 root - INFO - ended he loop
[ 2023-03-20 21:21:29,822 ] 111 root - INFO - returning done
[ 2023-03-20 21:21:29,822 ] 114 root - INFO - directory created
[ 2023-03-20 21:21:29,866 ] 118 root - INFO - df1 saved
[ 2023-03-20 21:21:29,877 ] 120 root - INFO - df2 saved
[ 2023-03-20 21:21:29,877 ] 122 root - INFO - Train test data cleaned
[ 2023-03-20 21:21:29,895 ] 87 root - INFO - Read train and test data completed
[ 2023-03-20 21:21:29,896 ] 89 root - INFO - Obtaining preprocessing object
[ 2023-03-20 21:21:29,896 ] 59 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination', 'Total_Stops']
[ 2023-03-20 21:21:29,896 ] 60 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration-mins', 'duration-hours']
[ 2023-03-20 21:21:29,896 ] 72 root - INFO - Train test split initiated
[ 2023-03-20 21:21:29,897 ] 99 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-03-20 21:21:29,943 ] 105 root - INFO - Saved preprocessing object.
[ 2023-03-20 21:21:29,950 ] 33 root - INFO - Split training and test input data
