[ 2023-03-20 21:10:10,238 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-03-20 21:10:11,689 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-03-20 21:10:11,750 ] 33 root - INFO - Train test split initiated
[ 2023-03-20 21:10:11,813 ] 43 root - INFO - Inmgestion of the data iss completed
[ 2023-03-20 21:10:11,813 ] 27 root - INFO - Entered the data cleaning method or component
[ 2023-03-20 21:10:11,837 ] 32 root - INFO - Read the dataset as dataframe
[ 2023-03-20 21:10:11,849 ] 39 root - INFO - processingthe training dataset as dataframe
[ 2023-03-20 21:10:12,237 ] 80 root - INFO - processingthe test dataset as dataframe
[ 2023-03-20 21:10:12,238 ] 94 root - INFO - ended the loop
[ 2023-03-20 21:10:12,250 ] 109 root - INFO - ended he loop
[ 2023-03-20 21:10:12,250 ] 111 root - INFO - returning done
[ 2023-03-20 21:10:12,250 ] 114 root - INFO - directory created
[ 2023-03-20 21:10:12,295 ] 118 root - INFO - df1 saved
[ 2023-03-20 21:10:12,306 ] 120 root - INFO - df2 saved
[ 2023-03-20 21:10:12,306 ] 122 root - INFO - Train test data cleaned
[ 2023-03-20 21:10:12,324 ] 87 root - INFO - Read train and test data completed
[ 2023-03-20 21:10:12,324 ] 89 root - INFO - Obtaining preprocessing object
[ 2023-03-20 21:10:12,324 ] 59 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination', 'Total_Stops']
[ 2023-03-20 21:10:12,324 ] 60 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration-mins', 'duration-hours']
[ 2023-03-20 21:10:12,325 ] 72 root - INFO - Train test split initiated
[ 2023-03-20 21:10:12,326 ] 99 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-03-20 21:10:12,371 ] 105 root - INFO - Saved preprocessing object.
