[ 2023-03-19 14:35:22,166 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-03-19 14:35:23,585 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-03-19 14:35:23,648 ] 33 root - INFO - Train test split initiated
[ 2023-03-19 14:35:23,714 ] 43 root - INFO - Inmgestion of the data iss completed
[ 2023-03-19 14:35:23,715 ] 26 root - INFO - Entered the data cleaning method or component
[ 2023-03-19 14:35:23,739 ] 31 root - INFO - Read the dataset as dataframe
[ 2023-03-19 14:35:23,751 ] 38 root - INFO - processingthe training dataset as dataframe
[ 2023-03-19 14:35:24,121 ] 77 root - INFO - processingthe test dataset as dataframe
[ 2023-03-19 14:35:24,121 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,121 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,121 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,121 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,121 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,121 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,122 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,122 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,122 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,122 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,122 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,122 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,122 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,122 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,122 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,122 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,122 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,122 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,122 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,122 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,122 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,122 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,122 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,122 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,122 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,123 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,123 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,123 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,123 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,123 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,123 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,123 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,123 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,123 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,123 ] 81 root - INFO - entered the loop
[ 2023-03-19 14:35:24,123 ] 91 root - INFO - ended the loop
[ 2023-03-19 14:35:24,123 ] 81 root - INFO - entered the loop
