[ 2023-05-03 00:17:04,417 ] 25 root - INFO - Entered the data ingestion method or component
[ 2023-05-03 00:17:05,865 ] 28 root - INFO - Read the dataset as dataframe
[ 2023-05-03 00:17:05,914 ] 35 root - INFO - Train test split initiated
[ 2023-05-03 00:17:05,966 ] 45 root - INFO - Inmgestion of the data iss completed
[ 2023-05-03 00:17:05,966 ] 27 root - INFO - Entered the data cleaning method or component
[ 2023-05-03 00:17:05,991 ] 32 root - INFO - Read the dataset as dataframe
[ 2023-05-03 00:17:06,003 ] 39 root - INFO - processingthe training dataset as dataframe
[ 2023-05-03 00:17:06,382 ] 82 root - INFO - processingthe test dataset as dataframe
[ 2023-05-03 00:17:06,383 ] 96 root - INFO - ended the loop
[ 2023-05-03 00:17:06,393 ] 111 root - INFO - ended he loop
[ 2023-05-03 00:17:06,393 ] 113 root - INFO - returning done
[ 2023-05-03 00:17:06,393 ] 116 root - INFO - directory created
[ 2023-05-03 00:17:06,431 ] 120 root - INFO - df1 saved
[ 2023-05-03 00:17:06,440 ] 122 root - INFO - df2 saved
[ 2023-05-03 00:17:06,440 ] 124 root - INFO - Train test data cleaned
[ 2023-05-03 00:17:06,455 ] 87 root - INFO - Read train and test data completed
[ 2023-05-03 00:17:06,456 ] 89 root - INFO - Obtaining preprocessing object
[ 2023-05-03 00:17:06,456 ] 59 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-05-03 00:17:06,456 ] 60 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-05-03 00:17:06,456 ] 72 root - INFO - Train test split initiated
[ 2023-05-03 00:17:06,457 ] 99 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-05-03 00:17:06,497 ] 105 root - INFO - Saved preprocessing object.
[ 2023-05-03 00:17:06,503 ] 33 root - INFO - Split training and test input data
