[ 2023-03-24 02:36:51,842 ] 24 root - INFO - Entered the data ingestion method or component
[ 2023-03-24 02:36:53,273 ] 27 root - INFO - Read the dataset as dataframe
[ 2023-03-24 02:36:53,335 ] 34 root - INFO - Train test split initiated
[ 2023-03-24 02:36:53,398 ] 44 root - INFO - Inmgestion of the data iss completed
[ 2023-03-24 02:36:53,399 ] 27 root - INFO - Entered the data cleaning method or component
[ 2023-03-24 02:36:53,422 ] 32 root - INFO - Read the dataset as dataframe
[ 2023-03-24 02:36:53,434 ] 39 root - INFO - processingthe training dataset as dataframe
[ 2023-03-24 02:36:53,814 ] 80 root - INFO - processingthe test dataset as dataframe
[ 2023-03-24 02:36:53,815 ] 94 root - INFO - ended the loop
[ 2023-03-24 02:36:53,826 ] 109 root - INFO - ended he loop
[ 2023-03-24 02:36:53,826 ] 111 root - INFO - returning done
[ 2023-03-24 02:36:53,827 ] 114 root - INFO - directory created
[ 2023-03-24 02:36:53,870 ] 118 root - INFO - df1 saved
[ 2023-03-24 02:36:53,881 ] 120 root - INFO - df2 saved
[ 2023-03-24 02:36:53,881 ] 122 root - INFO - Train test data cleaned
[ 2023-03-24 02:36:53,900 ] 87 root - INFO - Read train and test data completed
[ 2023-03-24 02:36:53,900 ] 89 root - INFO - Obtaining preprocessing object
[ 2023-03-24 02:36:53,900 ] 59 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-03-24 02:36:53,900 ] 60 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-03-24 02:36:53,900 ] 72 root - INFO - Train test split initiated
[ 2023-03-24 02:36:53,902 ] 99 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-03-24 02:36:53,941 ] 105 root - INFO - Saved preprocessing object.
[ 2023-03-24 02:36:53,948 ] 33 root - INFO - Split training and test input data
[ 2023-03-24 02:44:04,203 ] 102 root - INFO - Best found model on both training and testing dataset
