[ 2023-03-20 02:07:52,298 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-03-20 02:07:53,729 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-03-20 02:07:53,790 ] 33 root - INFO - Train test split initiated
[ 2023-03-20 02:07:53,854 ] 43 root - INFO - Inmgestion of the data iss completed
[ 2023-03-20 02:07:53,855 ] 26 root - INFO - Entered the data cleaning method or component
[ 2023-03-20 02:07:53,879 ] 31 root - INFO - Read the dataset as dataframe
[ 2023-03-20 02:07:53,891 ] 38 root - INFO - processingthe training dataset as dataframe
[ 2023-03-20 02:07:54,274 ] 79 root - INFO - processingthe test dataset as dataframe
[ 2023-03-20 02:07:54,275 ] 93 root - INFO - ended the loop
[ 2023-03-20 02:07:54,293 ] 108 root - INFO - ended he loop
[ 2023-03-20 02:07:54,293 ] 110 root - INFO - returning done
[ 2023-03-20 02:07:54,293 ] 113 root - INFO - directory created
[ 2023-03-20 02:07:54,339 ] 117 root - INFO - df1 saved
[ 2023-03-20 02:07:54,350 ] 119 root - INFO - df2 saved
[ 2023-03-20 02:07:54,351 ] 121 root - INFO - Train test data cleaned
