[ 2023-03-20 20:20:36,120 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-03-20 20:20:37,559 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-03-20 20:20:37,620 ] 33 root - INFO - Train test split initiated
[ 2023-03-20 20:20:37,685 ] 43 root - INFO - Inmgestion of the data iss completed
[ 2023-03-20 20:20:37,685 ] 27 root - INFO - Entered the data cleaning method or component
[ 2023-03-20 20:20:37,709 ] 32 root - INFO - Read the dataset as dataframe
[ 2023-03-20 20:20:37,721 ] 39 root - INFO - processingthe training dataset as dataframe
[ 2023-03-20 20:20:38,111 ] 80 root - INFO - processingthe test dataset as dataframe
[ 2023-03-20 20:20:38,112 ] 94 root - INFO - ended the loop
[ 2023-03-20 20:20:38,125 ] 109 root - INFO - ended he loop
[ 2023-03-20 20:20:38,125 ] 111 root - INFO - returning done
[ 2023-03-20 20:20:38,125 ] 114 root - INFO - directory created
[ 2023-03-20 20:20:38,174 ] 118 root - INFO - df1 saved
[ 2023-03-20 20:20:38,187 ] 120 root - INFO - df2 saved
[ 2023-03-20 20:20:38,187 ] 122 root - INFO - Train test data cleaned
[ 2023-03-20 20:20:38,206 ] 87 root - INFO - Read train and test data completed
[ 2023-03-20 20:20:38,206 ] 89 root - INFO - Obtaining preprocessing object
[ 2023-03-20 20:20:38,206 ] 59 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination', 'Total_Stops']
[ 2023-03-20 20:20:38,206 ] 60 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration-mins', 'duration-hours']
[ 2023-03-20 20:20:38,207 ] 72 root - INFO - Train test split initiated
[ 2023-03-20 20:20:38,208 ] 99 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-03-20 20:20:38,256 ] 105 root - INFO - Saved preprocessing object.
