[ 2023-03-24 02:52:04,851 ] 24 root - INFO - Entered the data ingestion method or component
[ 2023-03-24 02:52:06,277 ] 27 root - INFO - Read the dataset as dataframe
[ 2023-03-24 02:52:06,339 ] 34 root - INFO - Train test split initiated
[ 2023-03-24 02:52:06,402 ] 44 root - INFO - Inmgestion of the data iss completed
[ 2023-03-24 02:52:06,403 ] 27 root - INFO - Entered the data cleaning method or component
[ 2023-03-24 02:52:06,427 ] 32 root - INFO - Read the dataset as dataframe
[ 2023-03-24 02:52:06,439 ] 39 root - INFO - processingthe training dataset as dataframe
[ 2023-03-24 02:52:06,821 ] 82 root - INFO - processingthe test dataset as dataframe
[ 2023-03-24 02:52:06,822 ] 96 root - INFO - ended the loop
[ 2023-03-24 02:52:06,833 ] 111 root - INFO - ended he loop
[ 2023-03-24 02:52:06,833 ] 113 root - INFO - returning done
[ 2023-03-24 02:52:06,834 ] 116 root - INFO - directory created
[ 2023-03-24 02:52:06,873 ] 120 root - INFO - df1 saved
[ 2023-03-24 02:52:06,883 ] 122 root - INFO - df2 saved
[ 2023-03-24 02:52:06,883 ] 124 root - INFO - Train test data cleaned
[ 2023-03-24 02:52:06,899 ] 87 root - INFO - Read train and test data completed
[ 2023-03-24 02:52:06,899 ] 89 root - INFO - Obtaining preprocessing object
[ 2023-03-24 02:52:06,899 ] 59 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-03-24 02:52:06,899 ] 60 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-03-24 02:52:06,899 ] 72 root - INFO - Train test split initiated
[ 2023-03-24 02:52:06,901 ] 99 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-03-24 02:52:06,940 ] 105 root - INFO - Saved preprocessing object.
[ 2023-03-24 02:52:06,946 ] 33 root - INFO - Split training and test input data
[ 2023-03-24 02:59:22,497 ] 102 root - INFO - Best found model on both training and testing dataset
