[ 2023-03-20 21:13:15,495 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-03-20 21:13:16,927 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-03-20 21:13:16,990 ] 33 root - INFO - Train test split initiated
[ 2023-03-20 21:13:17,055 ] 43 root - INFO - Inmgestion of the data iss completed
[ 2023-03-20 21:13:17,056 ] 27 root - INFO - Entered the data cleaning method or component
[ 2023-03-20 21:13:17,081 ] 32 root - INFO - Read the dataset as dataframe
[ 2023-03-20 21:13:17,092 ] 39 root - INFO - processingthe training dataset as dataframe
[ 2023-03-20 21:13:17,479 ] 80 root - INFO - processingthe test dataset as dataframe
[ 2023-03-20 21:13:17,480 ] 94 root - INFO - ended the loop
[ 2023-03-20 21:13:17,492 ] 109 root - INFO - ended he loop
[ 2023-03-20 21:13:17,492 ] 111 root - INFO - returning done
[ 2023-03-20 21:13:17,492 ] 114 root - INFO - directory created
[ 2023-03-20 21:13:17,537 ] 118 root - INFO - df1 saved
[ 2023-03-20 21:13:17,548 ] 120 root - INFO - df2 saved
[ 2023-03-20 21:13:17,548 ] 122 root - INFO - Train test data cleaned
[ 2023-03-20 21:13:17,565 ] 87 root - INFO - Read train and test data completed
[ 2023-03-20 21:13:17,565 ] 89 root - INFO - Obtaining preprocessing object
[ 2023-03-20 21:13:17,565 ] 59 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination', 'Total_Stops']
[ 2023-03-20 21:13:17,565 ] 60 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration-mins', 'duration-hours']
[ 2023-03-20 21:13:17,566 ] 72 root - INFO - Train test split initiated
[ 2023-03-20 21:13:17,567 ] 99 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-03-20 21:13:17,612 ] 105 root - INFO - Saved preprocessing object.
