[ 2023-05-03 00:21:41,933 ] 25 root - INFO - Entered the data ingestion method or component
[ 2023-05-03 00:21:43,386 ] 28 root - INFO - Read the dataset as dataframe
[ 2023-05-03 00:21:43,437 ] 35 root - INFO - Train test split initiated
[ 2023-05-03 00:21:43,491 ] 45 root - INFO - Inmgestion of the data iss completed
[ 2023-05-03 00:21:43,491 ] 27 root - INFO - Entered the data cleaning method or component
[ 2023-05-03 00:21:43,517 ] 32 root - INFO - Read the dataset as dataframe
[ 2023-05-03 00:21:43,528 ] 39 root - INFO - processingthe training dataset as dataframe
[ 2023-05-03 00:21:43,897 ] 82 root - INFO - processingthe test dataset as dataframe
[ 2023-05-03 00:21:43,898 ] 96 root - INFO - ended the loop
[ 2023-05-03 00:21:43,908 ] 111 root - INFO - ended he loop
[ 2023-05-03 00:21:43,908 ] 113 root - INFO - returning done
[ 2023-05-03 00:21:43,908 ] 116 root - INFO - directory created
[ 2023-05-03 00:21:43,947 ] 120 root - INFO - df1 saved
[ 2023-05-03 00:21:43,957 ] 122 root - INFO - df2 saved
[ 2023-05-03 00:21:43,957 ] 124 root - INFO - Train test data cleaned
[ 2023-05-03 00:21:43,973 ] 87 root - INFO - Read train and test data completed
[ 2023-05-03 00:21:43,973 ] 89 root - INFO - Obtaining preprocessing object
[ 2023-05-03 00:21:43,973 ] 59 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination']
[ 2023-05-03 00:21:43,973 ] 60 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration_mins', 'duration_hours', 'Total_Stops']
[ 2023-05-03 00:21:43,973 ] 72 root - INFO - Train test split initiated
[ 2023-05-03 00:21:43,974 ] 99 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-05-03 00:21:44,014 ] 105 root - INFO - Saved preprocessing object.
[ 2023-05-03 00:21:44,021 ] 33 root - INFO - Split training and test input data
[ 2023-05-03 00:31:32,262 ] 102 root - INFO - Best found model on both training and testing dataset
