[ 2023-03-20 21:12:32,648 ] 23 root - INFO - Entered the data ingestion method or component
[ 2023-03-20 21:12:34,114 ] 26 root - INFO - Read the dataset as dataframe
[ 2023-03-20 21:12:34,178 ] 33 root - INFO - Train test split initiated
[ 2023-03-20 21:12:34,243 ] 43 root - INFO - Inmgestion of the data iss completed
[ 2023-03-20 21:12:34,243 ] 27 root - INFO - Entered the data cleaning method or component
[ 2023-03-20 21:12:34,268 ] 32 root - INFO - Read the dataset as dataframe
[ 2023-03-20 21:12:34,280 ] 39 root - INFO - processingthe training dataset as dataframe
[ 2023-03-20 21:12:34,670 ] 80 root - INFO - processingthe test dataset as dataframe
[ 2023-03-20 21:12:34,672 ] 94 root - INFO - ended the loop
[ 2023-03-20 21:12:34,684 ] 109 root - INFO - ended he loop
[ 2023-03-20 21:12:34,684 ] 111 root - INFO - returning done
[ 2023-03-20 21:12:34,684 ] 114 root - INFO - directory created
[ 2023-03-20 21:12:34,728 ] 118 root - INFO - df1 saved
[ 2023-03-20 21:12:34,739 ] 120 root - INFO - df2 saved
[ 2023-03-20 21:12:34,739 ] 122 root - INFO - Train test data cleaned
[ 2023-03-20 21:12:34,758 ] 87 root - INFO - Read train and test data completed
[ 2023-03-20 21:12:34,758 ] 89 root - INFO - Obtaining preprocessing object
[ 2023-03-20 21:12:34,758 ] 59 root - INFO - Categorical columns: ['Airline', 'Source', 'Destination', 'Total_Stops']
[ 2023-03-20 21:12:34,758 ] 60 root - INFO - Numerical columns: ['Journey_day', 'Journey_month', 'Journey_year', 'hours', 'minutes', 'Arrival_hour', 'Arrival_min', 'duration-mins', 'duration-hours']
[ 2023-03-20 21:12:34,759 ] 72 root - INFO - Train test split initiated
[ 2023-03-20 21:12:34,760 ] 99 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
[ 2023-03-20 21:12:34,806 ] 105 root - INFO - Saved preprocessing object.
